Domain,Discovery Method,IP Addresses,HTTP Status,Title,Server,Technologies,Open Ports,Takeover Risk
moltron-pa.clients6.google.com,passive,172.217.2.202,404,Error 404 (Not Found)!!1,,,,No
monitoring.clients6.google.com,passive,142.250.64.234,404,Error 404 (Not Found)!!1,,,,No
mtalk.google.com,passive,74.125.196.188,,,,,,No
mtls.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
mtv-da-1.ad.corp.google.com,passive,,,,,,,No
mtv-da.corp.google.com,passive,,,,,,,No
mtv-da.ext.google.com,passive,216.239.45.170,,,,,,No
museletter.area120.google.com,passive,142.250.217.174,200,Area 120 by Google,,,,No
mx.google.com,passive,,,,,,,No
mygeist.corp.google.com,passive,,,,,,,No
mygeist2010.corp.google.com,passive,,,,,,,No
news.freezone.google.com,passive,,,,,,,No
notebook-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
notebooks.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
notes-pa.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
notifications-pa.clients6.google.com,passive,142.250.64.138,404,Error 404 (Not Found)!!1,,,,No
nova.client-channel.google.com,passive,108.177.11.189,404,Error 404 (Not Found)!!1,,,,No
offices.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
ogads-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
oldsite.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
onex.wifi.google.com,passive,,,,,,,No
online.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",200,Domain Default page,,nginx,"21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
online.usc.edu.tt.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,Domain Default page,,nginx,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
opac.usc.edu.tt,passive,,,,,,,No
orkut-fixprod.corp.google.com,passive,,,,,,,No
orkut-impersonation.corp.google.com,passive,,,,,,,No
orkut-ocdemo.corp.google.com,passive,,,,,,,No
orkut-qa.corp.google.com,passive,,,,,,,No
orkut-staging.corp.google.com,passive,,,,,,,No
orkut-uberproxy.corp.google.com,passive,,,,,,,No
orkut-vctask0.corp.google.com,passive,,,,,,,No
orkut-vcvrfy.corp.google.com,passive,,,,,,,No
orkut-yhtask0.corp.google.com,passive,,,,,,,No
orkut-yhvrfy.corp.google.com,passive,,,,,,,No
orkut-yqtask0.corp.google.com,passive,,,,,,,No
orkut-yqvrfy.corp.google.com,passive,,,,,,,No
oslogin.clients6.google.com,passive,142.251.35.234,404,Error 404 (Not Found)!!1,,,,No
oz-gmail.corp.google.com,passive,,,,,,,No
oz-s2.corp.google.com,passive,,,,,,,No
oz-www.corp.google.com,passive,,,,,,,No
partners.cloud.google.com,passive,142.250.217.206,200,Partner Home | Google Cloud,,apache,,No
partnersupport.cloud.google.com,passive,142.250.217.174,200,Google Cloud Support Portal,,apache,,No
payments.developers.google.com,passive,172.217.2.206,200,Sign in - Google Accounts,,apache,,No
people-pa.clients6.google.com,passive,142.250.64.202,404,Error 404 (Not Found)!!1,,,,No
peoplestack-pa.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
peoplestackwebexperiments-pa.clients6.google.com,passive,172.217.165.202,404,Error 404 (Not Found)!!1,,,,No
photos.google.com,passive,142.250.217.206,200,"Google Photos: Edit, Organize, Search, and Backup Your Photos",,,,No
playbooks-pa.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
playconsoleapps-pa.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
playconsoledevices-pa.clients6.google.com,passive,142.251.34.138,404,Error 404 (Not Found)!!1,,,,No
playconsolehealth-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
playconsolemonetization-pa.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
playconsoleplatform-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
playconsoleratings-pa.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
playconsolestatsfrontend-pa.clients6.google.com,passive,172.217.15.202,404,Error 404 (Not Found)!!1,,,,No
playmoviesdfe-pa.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
plus.corp.google.com,passive,,,,,,,No
plus.flexpack.google.com,passive,,,,,,,No
plus.freezone.google.com,passive,,,,,,,No
plus.google.com,passive,192.178.50.46,200,Google Workspace Updates: New community features for Google Chat and an update on Currents,,,,No
plusone.corp.google.com,passive,,,,,,,No
postini.corp.google.com,passive,,,,,,,No
practicesets.classroom.google.com,passive,192.178.50.46,200,Sign in - Google Accounts,,apache,,No
preprod-dynamite-gamma-us-signaler-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
preprod-espresso-pa.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-01-us-signaler-pa.clients6.google.com,passive,172.217.15.202,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-04-us-signaler-pa.clients6.google.com,passive,142.250.64.202,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-05-us-signaler-pa.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-06-us-signaler-pa.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-08-us-signaler-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
prod-dynamite-prod-09-us-signaler-pa.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
profiles.corp.google.com,passive,,,,,,,No
programmaticchallenge-pa.clients6.google.com,passive,172.217.15.202,404,Error 404 (Not Found)!!1,,,,No
programmes.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 80, 110, 143, 443, 993, 995, 8443",No
prom-qa.corp.google.com,passive,,,,,,,No
prom-qa.sandbox.google.com,passive,,,,,,,No
prom-test.corp.google.com,passive,,,,,,,No
prom-test.sandbox.google.com,passive,172.217.203.81,404,Error 404 (Not Found)!!1,,,,No
prom.corp.google.com,passive,173.194.219.129,200,prom.corp.google.com - Google Single Sign On: Sign into corp,,,,No
pronto-pa.clients6.google.com,passive,142.250.64.202,404,Error 404 (Not Found)!!1,,,,No
proxyconfig.corp.google.com,passive,64.233.185.129,200,proxyconfig.corp.google.com - Google Single Sign On: Sign into corp,,,,No
pubsub.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
push.clients6.google.com,passive,172.217.165.202,404,Error 404 (Not Found)!!1,,,,No
qa.adz.google.com,passive,,,,,,,No
qaya.area120.google.com,passive,142.251.35.238,200,Area 120 by Google,,,,No
r1.sn-npoe7ne6.c.docs.google.com,passive,74.125.101.230,404,Error 404 (Not Found)!!1,,,,No
r1.sn-npoe7ne7.c.docs.google.com,passive,173.194.59.6,404,Error 404 (Not Found)!!1,,,,No
r1.sn-vgqsrne6.c.android.clients.google.com,passive,209.85.164.230,404,Error 404 (Not Found)!!1,,,,No
r4.sn-npoe7ne6.c.docs.google.com,passive,74.125.101.233,404,Error 404 (Not Found)!!1,,,,No
realtimesupport.client-channel.google.com,passive,74.125.139.189,404,Error 404 (Not Found)!!1,,,,No
realtimesupport.clients6.google.com,passive,172.217.165.202,404,,,,,No
recommender.clients6.google.com,passive,172.217.2.202,404,Error 404 (Not Found)!!1,,,,No
records.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 80, 110, 143, 443, 993, 995, 8443",No
redirector.c.android.clients.google.com,passive,172.217.165.206,404,Error 404 (Not Found)!!1,,,,No
region1.analytics.google.com,passive,"216.239.32.36, 216.239.34.36",404,Error 404 (Not Found)!!1,,,,No
reminders-pa.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
reseed.corp.google.com,passive,,,,,,,No
resultstore.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
sandbox.google.com,passive,108.177.12.81,404,Error 404 (Not Found)!!1,,,,No
save-pa.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
scone-pa.clients6.google.com,passive,142.250.64.202,404,Error 404 (Not Found)!!1,,,,No
script.sandbox.google.com,passive,173.194.217.81,200,Google Drive: Sign-in,,apache,,No
search.corp.google.com,passive,74.125.21.129,200,Sign in - Google Accounts,,apache,,No
search.flexpack.google.com,passive,,,,,,,No
search.freezone.google.com,passive,,,,,,,No
secureconnect-pa.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
secureconnect-pa.mtls.clients6.google.com,passive,142.250.64.234,404,Error 404 (Not Found)!!1,,,,No
servicemanagement.clients6.google.com,passive,172.217.165.202,404,Error 404 (Not Found)!!1,,,,No
services.google.com,passive,192.178.50.78,200,Google,,,,No
serviceusage.clients6.google.com,passive,192.178.50.74,404,Error 404 (Not Found)!!1,,,,No
sheets.clients6.google.com,passive,172.217.165.202,404,Error 404 (Not Found)!!1,,,,No
shell.cloud.google.com,passive,172.217.165.206,200,Sign in - Google Accounts,,apache,,No
shop.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",200,Home - Shop @ the University of the Southern Caribbean,,"PHP,nginx,wordpress","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
shoploop.area120.google.com,passive,142.250.64.206,,,,,,No
shoppinglist-pa.clients6.google.com,passive,142.251.35.234,404,Error 404 (Not Found)!!1,,,,No
signaler-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
sites-googlegroups-nightly.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa01.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa02.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa03.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa04.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa05.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa06.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa07.corp.google.com,passive,,,,,,,No
sites-googlegroups-qa08.corp.google.com,passive,,,,,,,No
sites-googlegroups-tctest.corp.google.com,passive,,,,,,,No
sites.google.com,passive,192.178.50.78,200,Google Drive: Sign-in,,apache,,No
sites.sandbox.google.com,passive,173.194.212.81,200,Google Drive: Sign-in,,apache,,No
smtp124.signaler-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
smtp142.addons-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
smtp213.people-pa.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
soaproxyprod01.ext.google.com,passive,72.14.225.70,,,,,,No
soaproxytest01.ext.google.com,passive,216.239.44.94,,,,,,No
solutions.cloud.google.com,passive,142.250.217.206,200,,,,,No
source.developers.google.com,passive,142.251.107.82,200,,,apache,,No
sourcerers.client-channel.google.com,passive,173.194.215.189,404,Error 404 (Not Found)!!1,,,,No
southcentre.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
spanner.clients6.google.com,passive,172.217.2.202,404,Error 404 (Not Found)!!1,,,,No
spdy-proxy-debug.ext.google.com,passive,,,,,,,No
spdy-proxy.ext.google.com,passive,,,,,,,No
stackdriver.clients6.google.com,passive,172.217.2.202,404,Error 404 (Not Found)!!1,,,,No
staff.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
staging-a.blogger.corp.google.com,passive,,,,,,,No
staging-b.blogger.corp.google.com,passive,,,,,,,No
staging-c.blogger.corp.google.com,passive,,,,,,,No
staging-d.blogger.corp.google.com,passive,,,,,,,No
staging-daily.blogger.corp.google.com,passive,,,,,,,No
staging-daily.blogspot.corp.google.com,passive,,,,,,,No
staging-gaia.blogger.corp.google.com,passive,,,,,,,No
staging-git.corp.google.com,passive,64.233.177.129,200,staging-git.corp.google.com - Google Single Sign On: Sign into corp,,,,No
staging-googlesource.corp.google.com,passive,,,,,,,No
staging-prod.blogger.corp.google.com,passive,,,,,,,No
staging-weekly.blogger.corp.google.com,passive,,,,,,,No
staging-weekly.blogspot.corp.google.com,passive,,,,,,,No
staging.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
stlucia.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 80, 110, 143, 443, 993, 995, 8443",No
storage.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
students.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
subscriptionsfirstparty-pa.clients6.google.com,passive,142.251.34.138,404,Error 404 (Not Found)!!1,,,,No
support.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
supportcases-pa-googleapis.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
tables.area120.google.com,passive,142.251.34.142,200,Tables | A Business Workflow Management Automation Tool,,,,No
takeout-pa-qw.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
takeout-pa.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
talk.google.com,passive,,,,,,,No
talkgadget.google.com,passive,172.217.165.206,404,Error 404 (Not Found)!!1,,,,No
taskassist-pa.clients6.google.com,passive,142.250.217.202,200,Sign in - Google Accounts,,apache,,No
tasks-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
tasks.client-channel.google.com,passive,192.178.219.189,404,Error 404 (Not Found)!!1,,,,No
telephonysubscriber-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
tensorboard-autopush.cloud.google.com,passive,142.250.64.174,404,Error 404 (Not Found)!!1,,,,No
tensorboard-dev.cloud.google.com,passive,142.251.34.142,404,Error 404 (Not Found)!!1,,,,No
tensorboard-staging.cloud.google.com,passive,142.250.217.206,404,Error 404 (Not Found)!!1,,,,No
test.postini.corp.google.com,passive,,,,,,,No
testdev.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 80, 110, 143, 443, 993, 995, 8443",No
testing.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
theology.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
tobago.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
toolresults.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
tos-pa.clients6.google.com,passive,142.251.34.138,404,Error 404 (Not Found)!!1,,,,No
tracedepot-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
translationhub.cloud.google.com,passive,142.250.217.206,200,Translation Hub,,,,No
tutor-pa.clients6.google.com,passive,172.217.165.202,404,Error 404 (Not Found)!!1,,,,No
twd-da.ext.google.com,passive,72.14.229.178,,,,,,No
twdsalesgsa.twd.corp.google.com,passive,,,,,,,No
uberproxy-nocert.corp.google.com,passive,,,,,,,No
uberproxy-san.corp.google.com,passive,,,,,,,No
uberproxy.corp.google.com,passive,74.125.21.129,200,uberproxy.corp.google.com - Google Single Sign On: Sign into corp,,,,No
upload.google.com,passive,142.250.217.207,404,Error 404 (Not Found)!!1,,,,No
upload.video.google.com,passive,142.250.217.175,404,Error 404 (Not Found)!!1,,,,No
urchin.corp.google.com,passive,,,,,,,No
url.google.com,passive,,,,,,,No
us-central1-aiplatform.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
us-central1-dialogflow.clients6.google.com,passive,142.251.35.234,404,Error 404 (Not Found)!!1,,,,No
us-central1-sourcemanagerredirector-pa.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
us-dialogflow.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
us-discoveryengine.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
us-west1-dialogflow.clients6.google.com,passive,142.250.64.202,404,Error 404 (Not Found)!!1,,,,No
usa-dialogflow.clients6.google.com,passive,142.250.64.170,404,Error 404 (Not Found)!!1,,,,No
usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",200,Home - Regular - University of the Southern Caribbean,,"PHP,nginx,wordpress","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
usc100.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",200,USC Centennial &#8211; Journey to 100 Years,,"PHP,nginx,wordpress","21, 22, 80, 110, 143, 443, 993, 995, 8443",No
uscdev2025.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
uscstrong.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
vertexaiconversation.cloud.google.com,passive,172.217.165.206,200,Sign in - Google Accounts,,apache,,No
vertexaisearch.cloud.google.com,passive,142.251.34.142,404,Error 404 (Not Found)!!1,,,,No
voice.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
vp.video.l.google.com,passive,,,,,,,No
waa-pa.clients6.google.com,passive,142.250.217.170,404,Error 404 (Not Found)!!1,,,,No
webdisk.connect.usc.edu.tt,passive,,,,,,,No
webdisk.de.usc.edu.tt,passive,137.184.111.46,404,404 Not Found,,"apache,nginx",53,No
webdisk.elearn.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",401,,,,"21, 80, 110, 143, 443, 993, 995, 3306",No
webdisk.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",401,,,,"21, 80, 110, 143, 443, 993, 995, 3306",No
webdisk.online.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
webdrive-test-canary.corp.google.com,passive,108.177.122.129,200,Google Drive: Sign-in,,apache,,No
webdrive-test-prod.corp.google.com,passive,74.125.138.129,200,Google Drive: Sign-in,,apache,,No
webmail.connect.usc.edu.tt,passive,,,,,,,No
webmail.de.usc.edu.tt,passive,137.184.111.46,404,404 Not Found,,"apache,nginx","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
webmail.elearn.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,Webmail Login,,apache,"21, 80, 110, 143, 443, 993, 995, 3306",No
webmail.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,Webmail Login,,apache,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
webmail.online.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
webmail.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",200,Roundcube Webmail :: Welcome to Roundcube Webmail,,"PHP,nginx","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
whm.connect.usc.edu.tt,passive,,,,,,,No
whm.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,WHM Login,,apache,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
whm.online.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
wifi.google.com,passive,172.217.204.123,404,Error 404 (Not Found)!!1,,,,No
workspaceui-pa.clients6.google.com,passive,142.251.34.138,404,Error 404 (Not Found)!!1,,,,No
workspacevideo-pa.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
workstations.cloud.google.com,passive,142.250.217.206,200,,,,,No
www.clients6.google.com,passive,142.250.217.234,404,Error 404 (Not Found)!!1,,,,No
www.connect.usc.edu.tt,passive,,,,,,,No
www.connect.usc.edu.tt.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",,,,,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
www.de.usc.edu.tt,passive,137.184.111.46,200,Department of Online Education &#8211; Advancing USC distance education,,"wordpress,PHP,nginx","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
www.elearn.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,USC,,apache,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
www.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,USC eSpace,,apache,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
www.flexpack.google.com,passive,,,,,,,No
www.freezone.google.com,passive,,,,,,,No
www.google.com,passive,192.178.50.68,200,Google,,,,No
www.hangouts.clients6.google.com,passive,192.178.50.42,404,Error 404 (Not Found)!!1,,,,No
www.meetings.clients6.google.com,passive,142.250.217.202,404,Error 404 (Not Found)!!1,,,,No
www.online.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46",200,Domain Default page,,nginx,"21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
www.online.usc.edu.tt.espace.usc.edu.tt,passive,"104.244.122.231, 104.244.122.231",200,Domain Default page,,nginx,"21, 53, 80, 110, 143, 443, 993, 995, 3306",No
www.opac.usc.edu.tt,passive,,,,,,,No
www.staging.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
www.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",200,Home - Regular - University of the Southern Caribbean,,"PHP,nginx,wordpress","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
wwwe.usc.edu.tt,passive,"137.184.111.46, 137.184.111.46, 137.184.111.46",404,404 Not Found,,"nginx,apache","21, 22, 53, 80, 110, 143, 443, 993, 995, 8443, 21, 22, 53, 80, 110, 143, 443, 993, 995, 8443",No
yeti.client-channel.google.com,passive,173.194.212.189,404,Error 404 (Not Found)!!1,,,,No
